Grad,Deo_Grada,Ulica,Cena_EUR,Kvadratura_m2,Cena_po_m2,Naslov,Link,Lokacija_Osnovna
Beograd,Bežanijska kosa I,Pere Segedinca,299516,85.0,3523.72,"Novi Beograd, Bežanijska kosa, Pere Segedinca, 3.0, 85m2, 299516EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-bezanijska-kosa-pere-segedinca-30-85m2-299516eur/NkKSsXuzdON/,"Bežanijska kosa I, Beograd, Srbija"
Beograd,Bežanijska kosa I,Vojvođanska,253555,70.0,3622.21,"Novi Beograd, Bežanijska kosa, Vojvođanska, 3.0, 70m2, 253555EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-bezanijska-kosa-vojvodanska-30-70m2-253555eur/NklIHBSIdxY/,"Bežanijska kosa I, Beograd, Srbija"
Novi Sad,N/A,N/A,256080,97.0,2640.0,"Novi Sad, Sremska Kamenica, , 2.0, 97m2, 256080EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-sremska-kamenica-20-97m2-256080eur/Nkkv9zu_t-g/,"Novi Sad, Srbija"
Novi Sad,Grbavica,Lasla Gala,120000,37.0,3243.24,"Novi Sad, Grbavica, Lasla Gala, 1.5, 37m2, 120000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-grbavica-lasla-gala-15-37m2-120000eur/NkQaRyzArrg/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Novo Naselje,Simeona Piščevića,188500,78.0,2416.67,"Novi Sad, Novo Naselje, Simeona Piščevića, 3.0, 78m2, 188500EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-novo-naselje-simeona-piscevica-30-78m2-188500eur/NkM0GwR0J4Q/,"Novo Naselje, Novi Sad, Srbija"
Beograd,Zvezdara,Ljube Davidovića,89000,39.0,2282.05,"Zvezdara, Denkova bašta, Ljube Davidovića, 1.0, 39m2, 89000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-denkova-basta-ljube-davidovica-10-39m2-89000eur/NkLeK0p-NnF/,"Zvezdara, Beograd, Srbija"
Beograd,Borča III,Kikindska,108000,45.0,2400.0,"Palilula, Borča, Kikindska, 1.0, 45m2, 108000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-borca-kikindska-10-45m2-108000eur/NkXubj-yJHD/,"Borča III, Beograd, Srbija"
Beograd,Stari Grad,Fruškogorska,330000,63.0,5238.1,"Stari grad, Kosančićev venac, Fruškogorska, 3.0, 63m2, 330000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-kosancicev-venac-fruskogorska-30-63m2-330000eur/Nkhw_fMEy2_/,"Stari Grad, Beograd, Srbija"
Novi Sad,Podbara,Jug Bogdanova,69000,29.0,2379.31,"Novi Sad, Podbara, Jug Bogdanova, 1.5, 29m2, 69000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-podbara-jug-bogdanova-15-29m2-69000eur/NkJ9C6n5lku/,"Podbara, Novi Sad, Srbija"
Novi Sad,Novo Naselje,Bulevar vojvode Stepe,130000,48.0,2708.33,"Novi Sad, Novo Naselje, Bulevar vojvode Stepe, 1.0, 48m2, 130000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-novo-naselje-bulevar-vojvode-stepe-10-48m2-130000eur/NkOAU71N8S1/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Liman 3,Narodnog fronta,165000,52.0,3173.08,"Novi Sad, Liman 3, Narodnog fronta, 2.0, 52m2, 165000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-liman-3-narodnog-fronta-20-52m2-165000eur/NksjlqPSsuS/,"Liman 3, Novi Sad, Srbija"
Beograd,Kaluđerica,Vojvode Stepe,90000,45.0,2000.0,"Grocka, Kaluđerica, Vojvode Stepe, 2.0, 45m2, 90000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/grocka-kaluderica-vojvode-stepe-20-45m2-90000eur/NkB6l4itySy/,"Kaluđerica, Beograd, Srbija"
Novi Sad,Petrovaradin,N/A,198000,83.0,2385.54,"Novi Sad, Petrovaradin, , 4.0, 83m2, 198000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-petrovaradin-40-83m2-198000eur/NklYfbiy_5h/,"Petrovaradin, Novi Sad, Srbija"
Beograd,Stari Grad,N/A,359000,80.0,4487.5,"Stari grad, Dorćol, , 3.0, 80m2, 359000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-dorcol-30-80m2-359000eur/NkOPZ3iYeuS/,"Stari Grad, Beograd, Srbija"
Beograd,Ledine,Miodraga Petrovića Čkalje 25,114000,44.0,2590.91,LUX STANOVI U STAMBENOM KOMPLEKSU OD 29 DO 115 M2,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-stanovi-u-stambenom-kompleksu-od-29-do-115-m2/NkBjn-qIxaL/,"Ledine, Beograd, Srbija"
Beograd,Borča I,Mihaila Šolohova,55000,51.0,1078.43,"Garaža adaptirana u stan Borča, Mihaila Šolohova",https://www.nekretnine.rs/stambeni-objekti/stanovi/garaza-adaptirana-u-stan-borca-mihaila-solohova/Nke9Q8TcY8p/,"Borča I, Beograd, Srbija"
Novi Sad,Grbavica,N/A,184500,65.0,2838.46,Prodaja - 3.0 stan - ul. Alekse Šantića,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-30-stan-ul-alekse-santica/Nk7jg0MxNvS/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Adice,N/A,115000,58.0,1982.76,"Na prodaju nov dvosoban stan – Adice, blizina granice sa Telepom",https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-nov-dvosoban-stan---adice-blizina-granice-sa-telepom/Nks8fAOnNaH/,"Adice, Novi Sad, Srbija"
Novi Sad,N/A,N/A,220000,66.0,3333.33,"Novi sad, odlicna lokacija",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-odlicna-lokacija/NkSafGBnoBw/,"Novi Sad, Srbija"
Beograd,Đeram pijaca,N/A,500000,155.0,3225.81,LUX INVESTICIJA-3 apartmana sa saunama i đakuzijem,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-investicija-3-apartmana-sa-saunama-i-dakuzijem/NkmZ2xJcb7t/,"Đeram pijaca, Beograd, Srbija"
Beograd,Rakovica,Kraljice Jelene,150000,52.0,2884.62,"Rakovica, Centar - Kraljice Jelene 52m2, Kraljice Jelene",https://www.nekretnine.rs/stambeni-objekti/stanovi/rakovica-centar-kraljice-jelene-52m2-kraljice-jelene/Nk-QnIGhjgy/,"Rakovica, Beograd, Srbija"
Beograd,Andrićev venac,Palmotićeva,548900,110.0,4990.0,"Stari Grad, Skupština - Palmotićeva, 110m2, Palmotićeva",https://www.nekretnine.rs/stambeni-objekti/stanovi/stari-grad-skupstina-palmoticeva-110m2-palmoticeva/NkVfriid6Po/,"Andrićev venac, Beograd, Srbija"
Novi Sad,Adice,N/A,115000,56.0,2053.57,"Na prodaju nov dvosoban stan – Adice, blizina granice sa Telepom",https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-nov-dvosoban-stan---adice-blizina-granice-sa-telepom/Nkq-F16AD8v/,"Adice, Novi Sad, Srbija"
Novi Sad,Detelinara,N/A,245000,67.0,3656.72,"Luksuzan dvoiposoban stan u novogradnji – Detelinara, Novi Sad",https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzan-dvoiposoban-stan-u-novogradnji---detelinara-novi-sad/NkMPYu-Yl23/,"Detelinara, Novi Sad, Srbija"
Kragujevac,Pivara,N/A,62000,32.0,1937.5,Na prodaju stan kod Lepe Brene 32m²,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-stan-kod-lepe-brene-32m2/NkplrJ6lfWF/,"Pivara, Kragujevac, Srbija"
Novi Sad,Novo Naselje,N/A,172010,55.0,3127.45,Na prodaju dvoiposoban stan - Novo Naselje 55m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-dvoiposoban-stan-novo-naselje-55m2/NkQdVpyvP2i/,"Novo Naselje, Novi Sad, Srbija"
Kopaonik,N/A,N/A,63000,29.0,2172.41,Apartman na Kopaoniku Kraljevi Čardaci,https://www.nekretnine.rs/stambeni-objekti/stanovi/apartman-na-kopaoniku-kraljevi-cardaci/Nk7tF5hkeUT/,"Kopaonik, Srbija"
Jagodina,Vašarište,N/A,45000,50.0,900.0,Stan na Prodaju | Idealno Za Adaptaciju,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-na-prodaju--idealno-za-adaptaciju/NkkXXfxUwvq/,"Vašarište, Jagodina, Srbija"
Pančevo,Marije i Lazara Dragičevića,N/A,203000,127.0,1598.43,"Dvoetažni stan 127m2,  sa garažom - širi centar Pančeva, Marije i Lazara Dragičevića",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoetazni-stan-127m2-sa-garazom-siri-centar-panceva-marije-i-lazara-dragicevica/Nk-v7H5zcvz/,"Pančevo, Srbija"
Beograd,Filmski grad,Ratka Mitrovića,230000,110.0,2090.91,"Čukarica, Filmski grad – Ratka Mitrovića, 110m2, Ratka Mitrovića",https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-filmski-grad---ratka-mitrovica-110m2-ratka-mitrovica/Nkgz21Mkiik/,"Filmski grad, Beograd, Srbija"
Beograd,Mirijevo I,Podmorničara Đorđa Mitrovića,125000,38.0,3289.47,"Mirijevo, uknjižen stan sa odvojenom spavaćom sobom, Podmorničara Đorđa Mitrovića",https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-uknjizen-stan-sa-odvojenom-spavacom-sobom-podmornicara-dorda-mitrovica/Nkf3vAFRwzh/,"Mirijevo I, Beograd, Srbija"
Beograd,Lekino brdo,N/A,179901,55.87,3219.99,Savršeno isprojektovan 3.0 stan!,https://www.nekretnine.rs/stambeni-objekti/stanovi/savrseno-isprojektovan-30-stan/NkBcf9rF9NZ/,"Lekino brdo, Beograd, Srbija"
Beograd,Lekino brdo,N/A,150277,46.67,3219.99,2.0 stan koji ima sve - Lekino brdo!,https://www.nekretnine.rs/stambeni-objekti/stanovi/20-stan-koji-ima-sve-lekino-brdo/NkfAVLzZRXf/,"Lekino brdo, Beograd, Srbija"
Beograd,Lekino brdo,N/A,202400,80.3,2520.55,Vaša kuća u gradu – stan sa 30m² dvorišta!,https://www.nekretnine.rs/stambeni-objekti/stanovi/vasa-kuca-u-gradu---stan-sa-30m2-dvorista/NkWreJ6i_uL/,"Lekino brdo, Beograd, Srbija"
Beograd,Palata pravde,Risanska,165000,30.0,5500.0,"Savski venac, Palata pravde - Risanska, 30m2, Risanska",https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-palata-pravde-risanska-30m2-risanska/Nk_9rwVZLwQ/,"Palata pravde, Beograd, Srbija"
Beograd,Cvetkova pijaca,Vjekoslava Kovača,100000,25.0,4000.0,"Odlična investicija, Vjekoslava Kovača",https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-investicija-vjekoslava-kovaca/NkxFC35dP_J/,"Cvetkova pijaca, Beograd, Srbija"
Beograd,Severni bulevar,Ledinačka,224000,67.0,3343.28,"Renoviran, četvorosoban, odmah useljiv stan na odličnoj lokaciji, Ledinačka",https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-cetvorosoban-odmah-useljiv-stan-na-odlicnoj-lokaciji-ledinacka/NkDmJxrGxjb/,"Severni bulevar, Beograd, Srbija"
Beograd,Leštane,Živka Živkovića,90000,50.0,1800.0,"Grocka, Leštane, Živka Živkovića, 50m2, Živka Živkovića",https://www.nekretnine.rs/stambeni-objekti/stanovi/grocka-lestane-zivka-zivkovica-50m2-zivka-zivkovica/NkzFq8DFQV-/,"Leštane, Beograd, Srbija"
Novi Sad,Avijatičarsko naselje,N/A,185900,95.0,1956.84,"Nov, useljiv, četvorosoban stan 95m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-useljiv-cetvorosoban-stan-95m2/Nkas9dJ8zbC/,"Avijatičarsko naselje, Novi Sad, Srbija"
Beograd,Zvezdara,DIMITRIJA TUCOVIĆA,700000,142.0,4929.58,"DIMITRIJA TUCOVIĆA, 4.0, DUPLEKS",https://www.nekretnine.rs/stambeni-objekti/stanovi/dimitrija-tucovica-40-dupleks/NkfWiNsOw4B/,"Zvezdara, Beograd, Srbija"
Novi Sad,Novo Naselje,N/A,169950,82.0,2072.56,Četvorosoban stan na Novom Naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/cetvorosoban-stan-na-novom-naselju/NknOD9FiWIY/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,222790,94.0,2370.11,Odličan stan na Novom Naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-na-novom-naselju/Nk9npI2FTiI/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,154500,85.0,1817.65,Četvorosoban stan na Novom Naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/cetvorosoban-stan-na-novom-naselju/Nk4zHSbRYEx/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Centar,N/A,206000,119.0,1731.09,Atraktivan stan u srcu grada 119m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/atraktivan-stan-u-srcu-grada-119m2/NkSjVfVR1TW/,"Centar, Novi Sad, Srbija"
Novi Sad,Centar,N/A,382960,143.0,2678.04,Odlican stan u Centru 143m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-u-centru-143m2/NkFJHKFxLam/,"Centar, Novi Sad, Srbija"
Novi Sad,Centar,N/A,392430,127.0,3090.0,Odlican stan u Centru 127m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-u-centru-127m2/NkfcrWFeTaK/,"Centar, Novi Sad, Srbija"
Novi Sad,Telep,N/A,86080,30.0,2869.33,"Garsonjer na Telepu,30m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjer-na-telepu-30m2/NkCkOOzK7bJ/,"Telep, Novi Sad, Srbija"
Subotica,Centar 1,N/A,215000,96.0,2239.58,Izuzetan stan u samom centru grada 96m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/izuzetan-stan-u-samom-centru-grada-96m2/Nk4GUy_joAq/,"Centar 1, Subotica, Srbija"
Novi Sad,Centar,N/A,824750,256.0,3221.68,Petosoban stan u Centru 256m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/petosoban-stan-u-centru-256m2/NkP2ykZLE3s/,"Centar, Novi Sad, Srbija"
Novi Sad,Telep,N/A,89060,31.0,2872.9,"Garsonjera na Telepu,31m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-na-telepu-31m2/NkmI1hGPNNy/,"Telep, Novi Sad, Srbija"
Novi Sad,Centar,N/A,257500,154.0,1672.08,Odlican petosoban stan 154m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-petosoban-stan-154m2/Nk9xgvDmiPm/,"Centar, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,150000,44.0,3409.09,Nov dvosoban stan sa povratom PDV-a!,https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-dvosoban-stan-sa-povratom-pdv-a/NkrAnBH2oVP/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Detelinara,N/A,96820,43.0,2251.63,Na prodaju stan na Staroj Detelinari,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-stan-na-staroj-detelinari/NkOguDL8Lh0/,"Detelinara, Novi Sad, Srbija"
Novi Sad,Adice,N/A,47740,26.0,1836.15,Kompletno namešten - NOV,https://www.nekretnine.rs/stambeni-objekti/stanovi/kompletno-namesten-nov/NkIrFIGZi3k/,"Adice, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,190000,82.0,2317.07,Na prodaju troiposoban fantastičan dupleks na Podbari,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-troiposoban-fantastican-dupleks-na-podbari/Nk9F20z_Jli/,"Podbara, Novi Sad, Srbija"
Veternik,Veternička rampa,N/A,43130,24.0,1797.08,Garsonjera u izgradnji-Veternička rampa!,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-u-izgradnji-veternicka-rampa/Nk055xeoZ1s/,"Veternička rampa, Veternik, Srbija"
Novi Sad,Cara Dušana,N/A,133900,57.0,2349.12,Dvosoban stan na izuzetnoj lokaciji u Novom Sadu!,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-na-izuzetnoj-lokaciji-u-novom-sadu/NkcWaiOilWE/,"Cara Dušana, Novi Sad, Srbija"
Novi Sad,Spens,N/A,412000,100.0,4120.0,Odličan troiposoban stan - Spens,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-troiposoban-stan-spens/NkeAdIeUMIM/,"Spens, Novi Sad, Srbija"
Petrovaradin,Stari majur,N/A,100940,56.0,1802.5,Veliki dvosoban stan-Petrovaradin!,https://www.nekretnine.rs/stambeni-objekti/stanovi/veliki-dvosoban-stan-petrovaradin/NkyxhhySr5i/,"Stari majur, Petrovaradin, Srbija"
Novi Sad,Veternik,N/A,191240,95.0,2013.05,Predstavljamo vam ekskluzivni kompleks urbanih vila,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-ekskluzivni-kompleks-urbanih-vila/NknSXBobwzS/,"Veternik, Novi Sad, Srbija"
Novi Sad,Bulevar,N/A,53050,31.0,1711.29,Odličan jednosoban stan - BULEVAR,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-jednosoban-stan-bulevar/Nkw0KEwO-Ou/,"Bulevar, Novi Sad, Srbija"
Novi Sad,Centar,N/A,322190,136.0,2369.04,Petosoban stan 136m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/petosoban-stan-136m2/Nk6hAJ3WStx/,"Centar, Novi Sad, Srbija"
Novi Sad,Somborski bulevar,N/A,278100,85.0,3271.76,Fantastičan trosoban stan u novoj zgradi!,https://www.nekretnine.rs/stambeni-objekti/stanovi/fantastican-trosoban-stan-u-novoj-zgradi/NkVBNp1GFds/,"Somborski bulevar, Novi Sad, Srbija"
Petrovaradin,Blok 8,N/A,79570,44.0,1808.41,Dvosoban 44m2 - Petrovaradin,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-44m2-petrovaradin/NkkFEa9MgBJ/,"Blok 8, Petrovaradin, Srbija"
Novi Sad,Cara Dušana,N/A,237930,105.0,2266.0,Šestosoban stan u Cara Dušana,https://www.nekretnine.rs/stambeni-objekti/stanovi/sestosoban-stan-u-cara-dusana/Nk7zcacEWbf/,"Cara Dušana, Novi Sad, Srbija"
Novi Sad,Veternik,N/A,45000,27.0,1666.67,Garsonjera u veterniku,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-u-veterniku/NkQbMEJl4Pt/,"Veternik, Novi Sad, Srbija"
Novi Sad,Telep,N/A,127930,46.0,2781.09,Odlican dvoiposoban stan!,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvoiposoban-stan/Nkm8b_5xSmX/,"Telep, Novi Sad, Srbija"
Novi Sad,Telep,N/A,69010,31.0,2226.13,"Garsonjera na Telepu,31m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-na-telepu-31m2/NkRSVdRXlVF/,"Telep, Novi Sad, Srbija"
Novi Sad,Veternik,N/A,103600,47.0,2204.26,Predstavljamo vam ekskluzivni kompleks urbanih vila,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-ekskluzivni-kompleks-urbanih-vila/NklBRCAhTDq/,"Veternik, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,176500,57.0,3096.49,"Nov dvoiposoban stan, povrat PDV-a!",https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-dvoiposoban-stan-povrat-pdv-a/NktcH06ZHhh/,"Salajka, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,154500,64.0,2414.06,Na mirnoj lokaciji - dvoiposoban stan!,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-mirnoj-lokaciji-dvoiposoban-stan/NkhySJx_YQ2/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Telep,N/A,87550,29.0,3018.97,Jednosoban stan na Telepu,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-stan-na-telepu/NkJmKfFHV0w/,"Telep, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,146740,43.0,3412.56,Dvosoban stan u izgradnji - Nova Detelinara,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-izgradnji-nova-detelinara/Nkg-q5G0a2b/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Centar,Kralja Aleksandra,193000,59.0,3271.19,"Novi Sad, Centar, Kralja Aleksandra, 2.0, 59m2, 193000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-kralja-aleksandra-20-59m2-193000eur/NkqibuBKT5m/,"Centar, Novi Sad, Srbija"
Novi Sad,Centar,Sonje Marinković,90000,17.0,5294.12,"Novi Sad, Centar, Sonje Marinković, 0.5, 17m2, 90000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-sad-centar-sonje-marinkovic-05-17m2-90000eur/NkksxmLpAql/,"Centar, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,131840,44.0,2996.36,"Jednoiposoban stan u lepom kraju, 44m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/jednoiposoban-stan-u-lepom-kraju-44m2/NkKb91A37Cr/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Adice,N/A,49840,22.0,2265.45,Stan u izgradnji na Adicama!,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-u-izgradnji-na-adicama/NkA2KSPokY5/,"Adice, Novi Sad, Srbija"
Novi Sad,Stari Majur,N/A,275000,89.0,3089.89,"Četvorosoban stan, novogradnja Stari Majur",https://www.nekretnine.rs/stambeni-objekti/stanovi/cetvorosoban-stan-novogradnja-stari-majur/NkJDL1JzJtd/,"Stari Majur, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,167640,54.0,3104.44,"Nov dvoiposoban stan, povra PDV-a!",https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-dvoiposoban-stan-povra-pdv-a/NkXjjSJz2xQ/,"Salajka, Novi Sad, Srbija"
Novi Sad,Cara Dušana,N/A,237930,105.0,2266.0,105m2 - Cara Dušana,https://www.nekretnine.rs/stambeni-objekti/stanovi/105m2-cara-dusana/Nk0F3wY3NCA/,"Cara Dušana, Novi Sad, Srbija"
Novi Sad,Subotički bulevar,N/A,89610,26.0,3446.54,Jednosoban - Bulevar Evrope,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-bulevar-evrope/Nkam7b2l19y/,"Subotički bulevar, Novi Sad, Srbija"
Novi Sad,Centar,N/A,175100,85.0,2060.0,Odlican petosoban stan u centru 85m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-petosoban-stan-u-centru-85m2/Nkxp33kbEkA/,"Centar, Novi Sad, Srbija"
Novi Sad,Adice,N/A,82120,37.0,2219.46,Stan u izgradnji na Adicama!,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-u-izgradnji-na-adicama/Nk_xfHCYD5n/,"Adice, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,167640,54.0,3104.44,Dvoiposoban stan u izgradnji - Salajka,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-u-izgradnji-salajka/NkS6kVyKIz8/,"Salajka, Novi Sad, Srbija"
Novi Sad,Adice,N/A,47740,26.0,1836.15,Kompletno nameštena garsonjera,https://www.nekretnine.rs/stambeni-objekti/stanovi/kompletno-namestena-garsonjera/NkzgpHPOveT/,"Adice, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,262650,81.0,3242.59,Salajka - odličan stan bez ulaganja,https://www.nekretnine.rs/stambeni-objekti/stanovi/salajka-odlican-stan-bez-ulaganja/NkmUKb6cMO0/,"Salajka, Novi Sad, Srbija"
Novi Sad,Somborski bulevar,N/A,278100,85.0,3271.76,Trosoban stan na Bulevaru Patrijarha Pavla,https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-na-bulevaru-patrijarha-pavla/Nk5B9VXLixO/,"Somborski bulevar, Novi Sad, Srbija"
Novi Sad,Adice,N/A,88210,46.0,1917.61,Odličan komforan dvosoban stan - 46m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-komforan-dvosoban-stan-46m2/NkdiHjcYQKS/,"Adice, Novi Sad, Srbija"
Novi Sad,Cara Dušana,N/A,237930,105.0,2266.0,Šestosoban stan 105m2 Cara Dušana,https://www.nekretnine.rs/stambeni-objekti/stanovi/sestosoban-stan-105m2-cara-dusana/Nk9pUwtjaQO/,"Cara Dušana, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,154500,64.0,2414.06,Dvoiposoban stan na prodaju - Bistrica!,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-na-prodaju-bistrica/NklUBmISqdm/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Bulevar,N/A,128750,54.0,2384.26,Dvoiposoban stan - Bulevar Oslobođenja,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-stan-bulevar-oslobodenja/Nkb7AmKTtL9/,"Bulevar, Novi Sad, Srbija"
Novi Sad,Adice,N/A,55000,29.0,1896.55,Garsonjera na Adicama,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-na-adicama/NkYWE8s6UBm/,"Adice, Novi Sad, Srbija"
Novi Sad,Liman 3,N/A,185400,55.0,3370.91,Trosoban stan na Limanu 3,https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-na-limanu-3/NkBWF1Lq3L4/,"Liman 3, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,150000,44.0,3409.09,Dvosoban stan 44m2 Nova Detelinara,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-44m2-nova-detelinara/NkSoNu2cfjq/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Centar,N/A,108150,26.0,4159.62,Garsonjera na Keju!,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-na-keju/NkXhNTDMqSm/,"Centar, Novi Sad, Srbija"
Novi Sad,Železnička stanica,N/A,175100,59.0,2967.8,Dvosoban stan - renoviran - sjajan,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-renoviran-sjajan/NkH1KR3LmpJ/,"Železnička stanica, Novi Sad, Srbija"
Beograd,Vračar (Hram),Mačvanska,320000,58.0,5517.24,Gradić Pejton,https://www.nekretnine.rs/stambeni-objekti/stanovi/gradic-pejton/NkKUwSy_d7V/,"Vračar (Hram), Beograd, Srbija"
Petrovaradin,Stari majur,N/A,275000,89.0,3089.89,Četvorosoban stan 89m2 Stari Majur,https://www.nekretnine.rs/stambeni-objekti/stanovi/cetvorosoban-stan-89m2-stari-majur/NkZ-37ErWSn/,"Stari majur, Petrovaradin, Srbija"
Novi Sad,Klisa,N/A,65000,33.0,1969.7,Dvosoban stan na Klisi,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-na-klisi/NkyEzPLsCBf/,"Klisa, Novi Sad, Srbija"
Novi Sad,Subotički bulevar,N/A,87000,27.0,3222.22,Garsonjera na Bulevaru Evrope!,https://www.nekretnine.rs/stambeni-objekti/stanovi/garsonjera-na-bulevaru-evrope/NkG1ezvQ0hI/,"Subotički bulevar, Novi Sad, Srbija"
